id,kastid,beginperiode,eindperiode,gemeente,straat,latitude,longitude,snelheidslimiet,vrachtwagenvrijezone,snelheid,tijd,overschreden,type
991,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,64,2023-12-03 10:47:13,0,Truck
992,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,48,2023-12-04 07:41:34,0,Car
993,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,26,2023-12-06 13:59:30,0,Motorcycle
994,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,30,2023-12-06 04:23:49,0,Bus
995,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,26,2023-12-01 21:10:26,0,Car
996,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,57,2023-12-05 02:35:22,0,Truck
997,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-04 11:57:30,0,Bus
998,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-07 23:31:33,1,Bus
999,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,64,2023-12-04 08:46:23,1,Bus
1000,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,26,2023-12-03 04:15:06,0,Car
